Timestamp,Source_City,Destination_City,Cargo,Cargo_Mass_kg,Speed_kmh,Speed_Limit_kmh,RPM,Gear,Throttle,Brake,Steering,Accel_X,Accel_Y,Accel_Z,Engine_Wear_%,Tire_Wear_%,Chassis_Wear_%,Fuel_%,Driving_Status
2026-06-30 06:34:59.246,,,None,0,-0.0,0,550.0,0,0.0,0.0,0.0,-0.0,0.0,0.0,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:35:00.235,,,None,0,0.0,0,550.0,0,0.0,0.0,0.0,0.0,0.0,-0.0,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:35:01.241,,,None,0,0.0,0,550.0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:35:02.219,,,None,0,-0.0,0,550.0,0,0.0,0.0,0.0,0.006,-0.0,0.0,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:36:34.255,,,None,0,-0.0,0,550.0,0,0.0,0.0,0.0,-0.0,-0.0,-0.0,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:36:35.254,,,None,0,-0.0,0,550.0,0,0.0,0.0,0.0,-0.007,-0.0,-0.001,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:22.274,Hamburg,Graz,None,0,0.0,0,550.0,0,0.0,0.0,0.0,-0.0,0.0,0.0,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:23.291,Hamburg,Graz,None,0,0.0,0,550.0,0,0.0,0.0,0.0,-0.0,-0.001,0.0,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:24.286,Hamburg,Graz,None,0,-0.0,0,550.0,4,0.0,0.0,0.0,0.0,0.0,0.001,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:25.293,Hamburg,Graz,None,0,0.0,0,551.7,4,0.05,0.0,-1.0,-0.0,-0.0,-0.0,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:26.295,Hamburg,Graz,None,0,1.0,0,776.1,4,0.26,0.0,-1.0,0.034,-0.003,-0.629,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:27.276,Hamburg,Graz,None,0,5.2,0,781.5,4,0.26,0.0,-1.0,0.155,-0.003,-1.454,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:28.276,Hamburg,Graz,None,0,11.9,0,1198.1,4,0.27,0.0,-1.0,0.224,0.007,-1.65,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:29.276,Hamburg,Graz,None,0,15.4,0,1338.7,4,0.07,0.0,0.0,-0.085,0.052,-0.173,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:30.277,Hamburg,Graz,None,0,15.1,0,922.8,6,0.05,0.0,0.0,-0.088,-0.005,0.202,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:31.277,Hamburg,Graz,None,0,14.6,0,888.6,6,0.07,0.0,1.0,-0.194,0.005,0.266,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:32.291,Hamburg,Graz,None,0,16.8,0,1036.2,6,0.36,0.0,1.0,-0.165,-0.022,-1.414,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:33.290,Hamburg,Graz,None,0,22.5,0,1383.3,6,0.34,0.0,1.0,-0.035,-0.002,-1.498,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:34.288,Hamburg,Graz,None,0,24.6,0,1163.4,7,0.33,0.0,0.0,0.033,0.017,-0.034,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:35.279,Hamburg,Graz,None,0,24.8,0,1173.2,7,0.0,0.0,-1.0,0.126,0.009,0.151,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:36.290,Hamburg,Graz,None,0,23.4,0,1105.5,7,0.0,0.0,-1.0,0.052,0.003,0.432,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:37.303,Hamburg,Graz,None,0,21.8,0,1030.8,7,0.0,0.0,-1.0,0.113,-0.006,0.436,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:38.300,Hamburg,Graz,None,0,20.3,0,955.3,7,0.0,0.0,-1.0,0.191,-0.009,0.448,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:39.292,Hamburg,Graz,None,0,18.6,0,875.2,7,0.0,0.0,-1.0,0.186,-0.006,0.479,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:40.300,Hamburg,Graz,None,0,17.4,0,1369.6,5,0.0,0.0,-1.0,0.154,0.002,0.153,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:41.281,Hamburg,Graz,None,0,17.0,0,1364.9,5,0.39,0.0,-1.0,0.173,-0.007,-0.24,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:42.305,Hamburg,Graz,None,0,20.7,0,1685.5,5,0.33,0.0,-1.0,0.112,0.001,-1.05,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:43.298,Hamburg,Graz,None,0,21.9,0,1041.3,7,0.0,0.0,0.0,-0.273,0.018,0.036,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:44.305,Hamburg,Graz,None,0,21.1,0,994.7,7,0.0,0.0,1.0,-0.371,-0.011,0.359,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:45.299,Hamburg,Graz,None,0,19.7,0,930.4,7,0.0,0.0,1.0,-0.41,-0.003,0.408,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:46.283,Hamburg,Graz,None,0,17.5,0,888.8,7,0.0,0.03,1.0,-0.267,0.018,0.84,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:47.306,Hamburg,Graz,None,0,15.5,0,1208.1,5,0.0,0.09,1.0,-0.163,-0.008,0.713,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:48.284,Hamburg,Graz,None,0,7.9,0,587.5,5,0.0,0.19,1.0,0.216,-0.012,2.696,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:49.304,Hamburg,Graz,None,0,7.0,0,552.3,5,0.0,0.0,1.0,-0.168,-0.008,-0.257,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:50.285,Hamburg,Graz,None,0,7.2,0,597.5,5,0.12,0.0,1.0,-0.232,0.001,-0.444,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:51.309,Hamburg,Graz,None,0,9.5,0,770.5,5,0.08,0.0,1.0,-0.27,0.007,-0.504,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:52.303,Hamburg,Graz,None,0,7.6,0,700.5,4,0.0,0.36,0.0,0.57,0.017,1.577,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:53.286,Hamburg,Graz,None,0,-0.1,0,550.0,4,0.0,0.37,0.0,0.29,0.08,0.932,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:54.303,Hamburg,Graz,None,0,0.2,0,550.0,-1,0.0,0.0,0.0,0.006,0.006,0.023,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:55.287,Hamburg,Graz,None,0,-0.0,0,550.0,-1,0.0,0.39,0.0,0.06,-0.011,0.208,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:56.287,Hamburg,Graz,None,0,-0.0,0,664.7,-1,0.19,0.0,-1.0,-0.0,0.002,-0.001,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:57.287,Hamburg,Graz,None,0,-1.7,0,547.4,-1,0.0,0.0,-1.0,-0.003,-0.028,0.191,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:58.287,Hamburg,Graz,None,0,-2.2,0,549.4,-1,0.0,0.0,-1.0,-0.03,-0.0,0.076,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:37:59.288,Hamburg,Graz,None,0,-2.3,0,549.8,-1,0.0,0.0,-1.0,-0.038,-0.0,0.009,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:38:00.288,Hamburg,Graz,None,0,-2.4,0,545.4,-1,0.0,0.0,-1.0,-0.023,-0.021,-0.329,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:38:01.288,Hamburg,Graz,None,0,0.0,0,550.0,-1,0.0,0.21,-1.0,0.001,-0.017,0.018,2.83,6.2,6.79,10.1,Low Fuel
2026-06-30 06:38:02.289,Hamburg,Graz,None,0,-0.0,0,550.0,-1,0.0,0.0,-1.0,0.008,-0.001,0.004,2.83,6.2,6.79,10.0,Low Fuel
2026-06-30 06:38:03.290,Hamburg,Graz,None,0,0.0,0,550.0,-1,0.0,0.0,-1.0,-0.005,0.001,-0.003,2.83,6.2,6.79,10.0,Low Fuel
2026-06-30 06:38:04.289,Hamburg,Graz,None,0,0.0,0,710.5,-1,0.25,0.0,-1.0,-0.0,0.0,-0.0,2.83,6.2,6.79,10.0,Low Fuel
2026-06-30 06:38:05.312,Hamburg,Graz,None,0,-3.0,0,720.8,-1,0.6,0.0,-1.0,-0.197,-0.021,0.327,2.83,6.2,6.79,10.0,Low Fuel
2026-06-30 06:38:06.307,Hamburg,Graz,None,0,-3.6,0,837.2,-1,0.73,0.0,-1.0,-0.238,0.007,0.233,2.83,6.2,6.79,10.0,Low Fuel
2026-06-30 06:38:07.291,Hamburg,Graz,None,0,-3.8,0,915.2,-1,0.19,0.0,-1.0,-0.143,0.012,0.286,2.83,6.2,6.79,10.0,Low Fuel
2026-06-30 06:38:08.292,Hamburg,Graz,None,0,-4.2,0,938.3,-1,0.0,0.0,-1.0,0.13,-0.005,-0.256,2.83,6.2,6.79,10.0,Low Fuel
2026-06-30 06:38:09.291,Hamburg,Graz,None,0,-2.8,0,621.3,-1,0.0,0.0,0.0,0.203,0.001,-0.392,2.83,6.2,6.79,10.0,Low Fuel
