Timestamp,Source_City,Destination_City,Cargo,Cargo_Mass_kg,Speed_kmh,Speed_Limit_kmh,RPM,Gear,Throttle,Brake,Steering,Accel_X,Accel_Y,Accel_Z,Engine_Wear_%,Tire_Wear_%,Chassis_Wear_%,Fuel_%,Driving_Status
2026-07-01 18:00:46.226,,,None,0,-0.0,0,550.0,0,0.0,0.0,0.0,-0.0,0.001,-0.002,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:00:47.239,,,None,0,0.0,0,550.0,0,0.0,0.0,0.0,-0.0,0.002,-0.006,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:00:48.220,,,None,0,-0.0,0,550.0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:00:49.242,,,None,0,-0.0,0,550.0,0,0.0,0.0,0.0,-0.001,-0.0,0.006,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:31.235,Graz,Bologna,None,0,-0.0,0,550.0,0,0.0,0.0,0.0,0.0,-0.002,0.0,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:32.257,Graz,Bologna,None,0,-0.0,0,550.0,4,0.0,0.0,0.0,0.013,-0.002,0.006,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:33.255,Graz,Bologna,None,0,0.5,0,808.1,4,0.28,0.0,0.0,0.001,0.008,-0.616,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:34.251,Graz,Bologna,None,0,6.1,0,784.2,4,0.34,0.0,0.0,0.001,-0.014,-2.194,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:35.235,Graz,Bologna,None,0,13.5,0,1322.3,4,0.09,0.0,1.0,-0.0,0.013,-1.459,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:36.250,Graz,Bologna,None,0,12.5,0,1212.2,4,0.0,0.0,1.0,-0.242,0.002,0.629,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:37.261,Graz,Bologna,None,0,10.6,0,1042.3,4,0.29,0.0,1.0,-0.195,0.001,0.138,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:38.256,Graz,Bologna,None,0,14.3,0,1449.7,4,0.32,0.0,1.0,-0.447,-0.012,-1.36,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:39.250,Graz,Bologna,None,0,18.4,0,1855.8,4,0.32,0.0,1.0,-0.205,0.011,-1.022,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:40.238,Graz,Bologna,None,0,20.1,0,1528.1,7,0.22,0.0,-1.0,0.502,0.001,-0.088,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:41.257,Graz,Bologna,None,0,21.0,0,999.3,7,0.22,0.0,-1.0,0.508,-0.017,-0.638,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:42.240,Graz,Bologna,None,0,22.9,0,1083.1,7,0.0,0.0,0.0,0.023,0.025,0.055,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:43.258,Graz,Bologna,None,0,21.0,0,992.4,7,0.0,0.0,-1.0,0.175,-0.004,0.616,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:44.240,Graz,Bologna,None,0,18.9,0,891.2,7,0.0,0.0,-1.0,0.12,-0.006,0.607,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:45.240,Graz,Bologna,None,0,15.8,0,1249.1,5,0.0,0.2,0.0,-0.05,-0.0,1.072,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:46.241,Graz,Bologna,None,0,5.2,0,467.5,5,0.0,0.0,1.0,-0.213,0.017,3.316,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:47.266,Graz,Bologna,None,0,3.8,0,550.0,4,0.0,0.0,1.0,-0.098,0.009,0.159,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:48.241,Graz,Bologna,None,0,3.2,0,550.0,4,0.0,0.0,1.0,-0.062,0.002,0.166,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:49.242,Graz,Bologna,None,0,2.6,0,550.0,4,0.02,0.0,1.0,-0.024,-0.002,0.184,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:50.242,Graz,Bologna,None,0,3.0,0,550.0,4,0.02,0.0,1.0,-0.087,0.001,0.019,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:51.242,Graz,Bologna,None,0,4.0,0,517.9,4,0.12,0.0,1.0,-0.162,-0.004,-0.35,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:52.253,Graz,Bologna,None,0,5.4,0,566.4,4,0.12,0.0,1.0,-0.199,0.005,-0.392,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:53.264,Graz,Bologna,None,0,6.2,0,591.8,4,0.0,0.0,1.0,0.129,0.012,0.263,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:54.254,Graz,Bologna,None,0,5.4,0,544.4,4,0.0,0.0,1.0,-0.016,-0.011,-0.026,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:55.264,Graz,Bologna,None,0,5.1,0,527.6,4,0.0,0.19,0.0,0.276,0.004,0.38,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:56.262,Graz,Bologna,None,0,0.4,0,550.0,4,0.0,0.32,0.0,1.024,0.002,2.388,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:57.267,Graz,Bologna,None,0,-0.1,0,550.0,4,0.0,0.0,-1.0,-0.001,0.007,0.003,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:58.244,Graz,Bologna,None,0,-0.0,0,550.0,4,0.0,0.0,-1.0,0.0,0.0,0.002,3.3,10.4,7.0,67.9,Normal
2026-07-01 18:01:59.269,Graz,Bologna,None,0,-0.0,0,550.0,-1,0.0,0.0,0.0,-0.01,0.001,-0.002,3.3,10.4,7.0,67.9,Normal
